end_date,value_sum,symbol
2020-07-20,26612246357.046,BA_HISTORY
2020-07-20,24213146421.636,MSFT_HISTORY
2020-07-20,22294235970.032997,MRNA_HISTORY
2020-07-20,18027599100.958,META_HISTORY
2020-07-20,12896211668.369,NVDA_HISTORY
2020-07-20,10411602951.353,AMD_HISTORY
2020-07-20,8488389142.479,JPM_HISTORY
2020-07-20,7925581746.322999,UAL_HISTORY
2020-07-20,6887041583.745001,BAC_HISTORY
2020-07-20,6737963617.386999,WFC_HISTORY
2020-07-20,5741211299.625,GOOG_HISTORY
2020-07-20,5272236492.794001,C_HISTORY
2020-07-20,4879083380.66,DIS_HISTORY
2020-07-20,4591893186.831,GS_HISTORY
2020-07-20,4502092771.877,GOOGL_HISTORY
2020-07-20,4463934650.412,ADBE_HISTORY
2020-07-20,4317557043.681,V_HISTORY
2020-07-20,4286074422.726,NCLH_HISTORY
2020-07-20,4225804805.606,CRM_HISTORY
2020-07-20,4224457729.1169996,MA_HISTORY
2020-07-20,3974647486.182,PYPL_HISTORY
2020-07-20,3786006279.208,INTC_HISTORY
2020-07-20,3725153101.2299995,T_HISTORY
2020-07-20,3723925431.3659997,DAL_HISTORY
2020-07-20,3722687585.287,PFE_HISTORY
2020-07-20,3720136782.848,JNJ_HISTORY
2020-07-20,3611864860.041,RCL_HISTORY
2020-07-20,3516367232.7110004,UNH_HISTORY
2020-07-20,3464070568.057,WMT_HISTORY
2020-07-20,3462715122.099,MS_HISTORY
2020-07-20,3146505788.1190004,MU_HISTORY
2020-07-20,3127502446.19,XOM_HISTORY
2020-07-20,3105761088.582,CSCO_HISTORY
2020-07-20,2929702957.0740004,KO_HISTORY
2020-07-20,2865297676.817,VZ_HISTORY
2020-07-20,2786991716.8659997,F_HISTORY
2020-07-20,2741744178.7320004,ORCL_HISTORY
2020-07-20,2706134044.4319997,CCL_HISTORY
2020-07-20,2683122070.0299997,HD_HISTORY
2020-07-20,2671041575.521,CMCSA_HISTORY
2020-07-20,2549021925.458,NOW_HISTORY
2020-07-20,2362486557.554,CVX_HISTORY
2020-07-20,2280452568.585,UBER_HISTORY
2020-07-20,2264587914.509,SBUX_HISTORY
2020-07-20,2087257764.1529999,ABT_HISTORY
2020-07-21,58856310468.194,TSLA_HISTORY
2020-07-21,42097295603.616,QQQ_HISTORY
2020-07-21,39001232537.567,AMZN_HISTORY
2020-07-21,37911934121.217995,AAPL_HISTORY
2020-07-21,27093980055.509003,BA_HISTORY
2020-07-21,27054302075.137997,NFLX_HISTORY
2020-07-21,24535179642.017998,MSFT_HISTORY
2020-07-21,22320426006.267,MRNA_HISTORY
2020-07-21,17049577755.142,META_HISTORY
2020-07-21,11170253521.747,NVDA_HISTORY
2020-07-21,10073730393.763,AMD_HISTORY
2020-07-21,8028557638.082001,UAL_HISTORY
2020-07-21,6986730658.875,BAC_HISTORY
2020-07-21,6854407093.327001,JPM_HISTORY
2020-07-21,5704250951.6710005,GOOG_HISTORY
2020-07-21,5543702827.297,WFC_HISTORY
2020-07-21,4661406075.985,C_HISTORY
2020-07-21,4643950700.813,DIS_HISTORY
2020-07-21,4566095212.262,NCLH_HISTORY
2020-07-21,4360517181.491,GS_HISTORY
2020-07-21,4357223507.841,V_HISTORY
2020-07-21,4316935213.1119995,GOOGL_HISTORY
2020-07-21,4292722765.741,CRM_HISTORY
2020-07-21,3957638905.765,MA_HISTORY
2020-07-21,3832421058.252,T_HISTORY
2020-07-21,3708094675.643,INTC_HISTORY
2020-07-21,3651563054.2320004,JNJ_HISTORY
2020-07-21,3612193698.91,RCL_HISTORY
2020-07-21,3575515235.1070004,PFE_HISTORY
2020-07-21,3475414162.225,XOM_HISTORY
2020-07-21,3430306011.35,ADBE_HISTORY
2020-07-21,3417918077.049,PYPL_HISTORY
2020-07-21,3331523206.2180004,WMT_HISTORY
2020-07-21,3326420331.543,IBM_HISTORY
2020-07-21,3317318372.1099997,KO_HISTORY
2020-07-21,3280995775.386,DAL_HISTORY
2020-07-21,3275672426.681,MS_HISTORY
2020-07-21,3155255261.107,MU_HISTORY
2020-07-21,3153410862.6809998,UNH_HISTORY
2020-07-21,2991603798.25,CSCO_HISTORY
2020-07-21,2924149968.254,CVX_HISTORY
2020-07-21,2705499273.403,VZ_HISTORY
2020-07-21,2682660398.016,CCL_HISTORY
2020-07-21,2576388530.282,NOW_HISTORY
2020-07-21,2546242011.788,F_HISTORY
2020-07-21,2531635582.873,CMCSA_HISTORY
2020-07-21,2488848537.297,ORCL_HISTORY
2020-07-21,2366796921.516,SBUX_HISTORY
2020-07-21,2345481198.295,HD_HISTORY
2020-07-21,2188260388.7599998,UBER_HISTORY
2020-07-22,55954428101.675,TSLA_HISTORY
2020-07-22,37631814859.458,QQQ_HISTORY
2020-07-22,37253300427.992004,AMZN_HISTORY
2020-07-22,32599388376.48,AAPL_HISTORY
2020-07-22,26699706959.693996,MSFT_HISTORY
2020-07-22,25395352625.054,NFLX_HISTORY
2020-07-22,24256612479.406,BA_HISTORY
2020-07-22,18275106539.886997,MRNA_HISTORY
2020-07-22,16342933492.058,META_HISTORY
2020-07-22,15647248300.347,AMD_HISTORY
2020-07-22,11281774454.828,NVDA_HISTORY
2020-07-22,6927064854.505,BAC_HISTORY
2020-07-22,6781024855.811001,UAL_HISTORY
2020-07-22,6202806346.945,JPM_HISTORY
2020-07-22,5526417735.182,PFE_HISTORY
2020-07-22,5306220941.637,GOOG_HISTORY
2020-07-22,5120530971.54,WFC_HISTORY
2020-07-22,5009187998.248,FE_HISTORY
2020-07-22,4436322712.677,GOOGL_HISTORY
2020-07-22,4335933021.339,V_HISTORY
2020-07-22,4277209700.225,C_HISTORY
2020-07-22,3775571998.286,DIS_HISTORY
2020-07-22,3745535542.024,INTC_HISTORY
2020-07-22,3707769193.085,IBM_HISTORY
2020-07-22,3705041031.002,T_HISTORY
2020-07-22,3617537727.5039997,KO_HISTORY
2020-07-22,3595984842.295,XOM_HISTORY
2020-07-22,3569545587.767,CRM_HISTORY
2020-07-22,3566463858.255,NCLH_HISTORY
2020-07-22,3537701333.8929996,MA_HISTORY
2020-07-22,3505725177.5769997,JNJ_HISTORY
2020-07-22,3489953864.2419996,CSCO_HISTORY
2020-07-22,3248153150.744,CVX_HISTORY
2020-07-22,3187201857.899,PYPL_HISTORY
2020-07-22,3127602093.5810003,MS_HISTORY
2020-07-22,3109394168.491,ADBE_HISTORY
2020-07-22,3055858703.5150003,GS_HISTORY
2020-07-22,2988224398.9589996,MU_HISTORY
2020-07-22,2857090773.0480003,WMT_HISTORY
2020-07-22,2701350373.7679996,TXN_HISTORY
2020-07-22,2636636274.54,VZ_HISTORY
2020-07-22,2497406562.663,DAL_HISTORY
2020-07-22,2467055195.61,ORCL_HISTORY
2020-07-22,2435308100.9179997,UNH_HISTORY
2020-07-22,2369930884.0030003,F_HISTORY
2020-07-22,2300583909.388,SBUX_HISTORY
2020-07-22,2282163984.353,CMCSA_HISTORY
2020-07-22,2267043604.799,RCL_HISTORY
2020-07-22,2235870095.994,NOW_HISTORY
2020-07-22,2084279727.015,MRK_HISTORY
2020-07-23,62877820384.358,TSLA_HISTORY
2020-07-23,40080372748.807,QQQ_HISTORY
2020-07-23,37709567558.201004,AAPL_HISTORY
2020-07-23,35711540263.48601,AMZN_HISTORY
2020-07-23,32403987127.516,MSFT_HISTORY
2020-07-23,23323189804.822,BA_HISTORY
2020-07-23,20203000827.322,NFLX_HISTORY
2020-07-23,19276038013.583,AMD_HISTORY
2020-07-23,18300350258.475998,MRNA_HISTORY
2020-07-23,16653223410.728,META_HISTORY
2020-07-23,11723821567.172,NVDA_HISTORY
2020-07-23,7657204072.139,UAL_HISTORY
2020-07-23,6802251268.9210005,PFE_HISTORY
2020-07-23,6503393694.994,BAC_HISTORY
2020-07-23,6263706744.669001,FE_HISTORY
2020-07-23,5861131733.243,JPM_HISTORY
2020-07-23,5395880209.073,GOOG_HISTORY
2020-07-23,5216313605.856,WFC_HISTORY
2020-07-23,4621069273.194,GOOGL_HISTORY
2020-07-23,4537317344.814,V_HISTORY
2020-07-23,4465007766.473,INTC_HISTORY
2020-07-23,4167895759.559,C_HISTORY
2020-07-23,4083486516.818,T_HISTORY
2020-07-23,4009938769.724,MU_HISTORY
2020-07-23,3758925358.862,CSCO_HISTORY
2020-07-23,3721120280.0550003,KO_HISTORY
2020-07-23,3717809341.48,XOM_HISTORY
2020-07-23,3688981624.116,IBM_HISTORY
2020-07-23,3527960272.263,MA_HISTORY
2020-07-23,3508808089.703,DIS_HISTORY
2020-07-23,3388305106.2260003,CVX_HISTORY
2020-07-23,3205822708.865,JNJ_HISTORY
2020-07-23,3177927956.8789997,PYPL_HISTORY
2020-07-23,3111618919.045,TXN_HISTORY
2020-07-23,3070200356.153,NCLH_HISTORY
2020-07-23,2980579034.428,ADBE_HISTORY
2020-07-23,2951838428.5309997,CRM_HISTORY
2020-07-23,2877578364.26,WMT_HISTORY
2020-07-23,2799046495.539,VZ_HISTORY
2020-07-23,2708728892.6080003,GS_HISTORY
2020-07-23,2664546475.71,ORCL_HISTORY
2020-07-23,2635078772.282,MS_HISTORY
2020-07-23,2544989546.466,DAL_HISTORY
2020-07-23,2523830690.907,CMCSA_HISTORY
2020-07-23,2507095950.105,MRK_HISTORY
2020-07-23,2383118558.42,SBUX_HISTORY
2020-07-23,2366715259.729,F_HISTORY
2020-07-23,2235471586.566,NOW_HISTORY
2020-07-23,2142133245.5059998,UNP_HISTORY
2020-07-23,2104923114.855,EBAY_HISTORY
2020-07-24,69693069168.19402,TSLA_HISTORY
2020-07-24,45560366788.635,QQQ_HISTORY
2020-07-24,43975257744.114,AAPL_HISTORY
2020-07-24,36433591125.904,AMZN_HISTORY
2020-07-24,33710300482.114,MSFT_HISTORY
2020-07-24,30365976599.758,AMD_HISTORY
2020-07-24,23690029893.832,BA_HISTORY
2020-07-24,16719266580.476,META_HISTORY
2020-07-24,14016474451.342,NFLX_HISTORY
2020-07-24,13352882046.518002,NVDA_HISTORY
2020-07-24,12516232041.212,MRNA_HISTORY
2020-07-24,11601305017.614,INTC_HISTORY
2020-07-24,7651936563.044001,UAL_HISTORY
2020-07-24,7194629653.367001,FE_HISTORY
2020-07-24,7092581714.1380005,PFE_HISTORY
2020-07-24,6244538110.502,BAC_HISTORY
2020-07-24,5513849463.832001,JPM_HISTORY
2020-07-24,5300681725.755,WFC_HISTORY
2020-07-24,5184844137.071,GOOG_HISTORY
2020-07-24,4773019555.5060005,V_HISTORY
2020-07-24,4575384306.337,MU_HISTORY
2020-07-24,4537458501.234,T_HISTORY
2020-07-24,4523548864.501,GOOGL_HISTORY
2020-07-24,4025705127.3380003,C_HISTORY
2020-07-24,3904266251.195,KO_HISTORY
2020-07-24,3717250235.268,CSCO_HISTORY
2020-07-24,3673599933.472,IBM_HISTORY
2020-07-24,3663595708.411,XOM_HISTORY
2020-07-24,3505010710.2200003,CVX_HISTORY
2020-07-24,3501673204.453,MA_HISTORY
2020-07-24,3323806167.705,DIS_HISTORY
2020-07-24,3210103558.937,TXN_HISTORY
2020-07-24,3128723683.179,PYPL_HISTORY
2020-07-24,3016770604.235,VZ_HISTORY
2020-07-24,2991035886.522,JNJ_HISTORY
2020-07-24,2836309472.122,ADBE_HISTORY
2020-07-24,2822654983.414,CMCSA_HISTORY
2020-07-24,2801108884.88,CRM_HISTORY
2020-07-24,2736309740.882,WMT_HISTORY
2020-07-24,2654198149.587,MRK_HISTORY
2020-07-24,2652862695.915,GS_HISTORY
2020-07-24,2558496016.5519996,NCLH_HISTORY
2020-07-24,2445985047.854,DAL_HISTORY
2020-07-24,2427202061.137,ORCL_HISTORY
2020-07-24,2374601907.341,SBUX_HISTORY
2020-07-24,2240539378.718,MS_HISTORY
2020-07-24,2238314021.643,F_HISTORY
2020-07-24,2198711740.2339997,NOW_HISTORY
2020-07-24,2168631825.255,EBAY_HISTORY
2020-07-24,2160337217.7860003,PG_HISTORY
2020-07-27,67594509993.29301,TSLA_HISTORY
2020-07-27,45997595747.934,AAPL_HISTORY
2020-07-27,45310454662.207,QQQ_HISTORY
2020-07-27,34750734719.401,AMD_HISTORY
2020-07-27,32527499562.071003,MSFT_HISTORY
2020-07-27,31376827287.336,AMZN_HISTORY
2020-07-27,24401451180.156,BA_HISTORY
2020-07-27,15265766978.34,INTC_HISTORY
2020-07-27,14839328579.577,META_HISTORY
2020-07-27,13345224877.483,NVDA_HISTORY
2020-07-27,12189261089.342,NFLX_HISTORY
2020-07-27,10046081667.202,MRNA_HISTORY
2020-07-27,7647574184.165,FE_HISTORY
2020-07-27,7575134406.972,UAL_HISTORY
2020-07-27,6811385254.5390005,PFE_HISTORY
2020-07-27,5999599869.844001,BAC_HISTORY
2020-07-27,5341081537.355,JPM_HISTORY
2020-07-27,5252033431.02,WFC_HISTORY
2020-07-27,4865727273.359,GOOG_HISTORY
2020-07-27,4632432946.3289995,T_HISTORY
2020-07-27,4537274140.479,MU_HISTORY
2020-07-27,4383126664.173,V_HISTORY
2020-07-27,4279928384.507,GOOGL_HISTORY
2020-07-27,3855146918.531,KO_HISTORY
2020-07-27,3777658936.664,C_HISTORY
2020-07-27,3607420727.9370003,CSCO_HISTORY
2020-07-27,3552159508.951,XOM_HISTORY
2020-07-27,3371565384.44,IBM_HISTORY
2020-07-27,3297196688.1089997,PYPL_HISTORY
2020-07-27,3265301493.179,DIS_HISTORY
2020-07-27,3111503111.1470003,TXN_HISTORY
2020-07-27,3096723268.7630005,VZ_HISTORY
2020-07-27,3009887143.6889997,CMCSA_HISTORY
2020-07-27,2990312037.5220003,CVX_HISTORY
2020-07-27,2928443253.9,MRK_HISTORY
2020-07-27,2868115594.218,JNJ_HISTORY
2020-07-27,2678221048.977,GS_HISTORY
2020-07-27,2672362571.483,MA_HISTORY
2020-07-27,2580395355.1419997,WMT_HISTORY
2020-07-27,2383811870.818,NEM_HISTORY
2020-07-27,2377292048.5360003,QCOM_HISTORY
2020-07-27,2375137615.583,DAL_HISTORY
2020-07-27,2346315972.368,ORCL_HISTORY
2020-07-27,2333699582.998,NCLH_HISTORY
2020-07-27,2304223555.885,CRM_HISTORY
2020-07-27,2273587459.7580004,PG_HISTORY
2020-07-27,2227867118.5889997,AEP_HISTORY
2020-07-27,2209162479.748,MS_HISTORY
2020-07-27,2200947984.8789997,SBUX_HISTORY
2020-07-27,2190057851.321,F_HISTORY
2020-07-28,67613961625.18901,TSLA_HISTORY
2020-07-28,44973462474.337,AAPL_HISTORY
2020-07-28,41806529668.015,QQQ_HISTORY
2020-07-28,37387253094.927,AMD_HISTORY
2020-07-28,30266840103.967,MSFT_HISTORY
2020-07-28,27224435004.86,AMZN_HISTORY
2020-07-28,21861686857.099,BA_HISTORY
2020-07-28,16731619225.101,INTC_HISTORY
2020-07-28,14171771710.536999,META_HISTORY
2020-07-28,13290105298.477,NVDA_HISTORY
2020-07-28,10980086367.346,NFLX_HISTORY
2020-07-28,10606322465.098,MRNA_HISTORY
2020-07-28,7916120622.921,PFE_HISTORY
2020-07-28,7533363612.285,UAL_HISTORY
2020-07-28,6617263881.338,FE_HISTORY
2020-07-28,5485547696.356,BAC_HISTORY
2020-07-28,5081895820.965,GOOG_HISTORY
2020-07-28,4828869978.134999,JPM_HISTORY
2020-07-28,4647411039.391,T_HISTORY
2020-07-28,4604700411.591,WFC_HISTORY
2020-07-28,4455360488.564,MU_HISTORY
2020-07-28,4292329196.147,GOOGL_HISTORY
2020-07-28,4123806381.439,V_HISTORY
2020-07-28,3562768609.8650002,CSCO_HISTORY
2020-07-28,3470262597.155,C_HISTORY
2020-07-28,3409108583.876,PYPL_HISTORY
2020-07-28,3404247113.013,KO_HISTORY
2020-07-28,3130793990.5230002,VZ_HISTORY
2020-07-28,3124060636.534,CMCSA_HISTORY
2020-07-28,3090478377.361,XOM_HISTORY
2020-07-28,3056449840.26,DIS_HISTORY
2020-07-28,3005478430.548,MRK_HISTORY
2020-07-28,2759583969.953,JNJ_HISTORY
2020-07-28,2722590831.239,TXN_HISTORY
2020-07-28,2534905303.887,PG_HISTORY
2020-07-28,2501123205.014,MCD_HISTORY
2020-07-28,2468319586.8900003,ORCL_HISTORY
2020-07-28,2467478891.835,GS_HISTORY
2020-07-28,2464947170.101,AEP_HISTORY
2020-07-28,2452012424.77,CVX_HISTORY
2020-07-28,2413752516.5550003,MA_HISTORY
2020-07-28,2371139595.868,NEM_HISTORY
2020-07-28,2318205119.2060003,QCOM_HISTORY
2020-07-28,2307381860.209,DAL_HISTORY
2020-07-28,2254519168.048,NCLH_HISTORY
2020-07-28,2234252430.271,WMT_HISTORY
2020-07-28,2197368304.973,SBUX_HISTORY
2020-07-28,2181779558.3120003,F_HISTORY
2020-07-28,2110192778.1511204,GE_HISTORY
2020-07-28,2054136307.912,IBM_HISTORY
2020-07-29,66226777265.38901,TSLA_HISTORY
2020-07-29,45287950695.415,AAPL_HISTORY
2020-07-29,41164176671.679,QQQ_HISTORY
2020-07-29,38818034735.976,AMD_HISTORY
2020-07-29,26386530624.401,MSFT_HISTORY
2020-07-29,25111578892.437004,AMZN_HISTORY
2020-07-29,24593354649.835,BA_HISTORY
2020-07-29,18377319647.924,INTC_HISTORY
2020-07-29,13687830984.527,META_HISTORY
2020-07-29,12501939857.189001,NVDA_HISTORY
2020-07-29,10524648839.503,NFLX_HISTORY
2020-07-29,10327763722.07,MRNA_HISTORY
2020-07-29,7039787499.006,UAL_HISTORY
2020-07-29,6418936759.936,PFE_HISTORY
2020-07-29,5947179634.714001,BAC_HISTORY
2020-07-29,5246443499.616,GOOG_HISTORY
2020-07-29,4690812802.748,T_HISTORY
2020-07-29,4624453049.791,JPM_HISTORY
2020-07-29,4601810463.148001,MU_HISTORY
2020-07-29,4547166671.889999,PYPL_HISTORY
2020-07-29,4506712835.079,V_HISTORY
2020-07-29,4360285872.291,WFC_HISTORY
2020-07-29,4000959122.8320003,GOOGL_HISTORY
2020-07-29,3659190548.576,CMCSA_HISTORY
2020-07-29,3554167428.664,FE_HISTORY
2020-07-29,3439084150.723,C_HISTORY
2020-07-29,3360238171.477,DIS_HISTORY
2020-07-29,3057143019.938,VZ_HISTORY
2020-07-29,2943204822.1190004,CSCO_HISTORY
2020-07-29,2838977431.347,XOM_HISTORY
2020-07-29,2810558968.9570003,KO_HISTORY
2020-07-29,2626233857.603,SBUX_HISTORY
2020-07-29,2597581109.56609,GE_HISTORY
2020-07-29,2590460758.099,MRK_HISTORY
2020-07-29,2587318026.182,PG_HISTORY
2020-07-29,2583047407.1280003,JNJ_HISTORY
2020-07-29,2554481834.802,MA_HISTORY
2020-07-29,2544245729.577,QCOM_HISTORY
2020-07-29,2472997447.6379995,AEP_HISTORY
2020-07-29,2472272025.849,MCD_HISTORY
2020-07-29,2398192002.349,NEM_HISTORY
2020-07-29,2341848644.7400002,ORCL_HISTORY
2020-07-29,2232568173.883,NCLH_HISTORY
2020-07-29,2231360807.641,DAL_HISTORY
2020-07-29,2210261909.9700003,RTX_HISTORY
2020-07-29,2179543369.404,WMT_HISTORY
2020-07-29,2168164107.031,CVX_HISTORY
2020-07-29,2116933879.232,MMM_HISTORY
2020-07-29,2105478975.315,GS_HISTORY
2020-07-29,2098968314.4520001,F_HISTORY
2020-07-30,53799445038.76201,TSLA_HISTORY
2020-07-30,41204225442.746994,AAPL_HISTORY
2020-07-30,39050865259.162,AMD_HISTORY
2020-07-30,38289939447.89,QQQ_HISTORY
2020-07-30,24579930807.591,AMZN_HISTORY
2020-07-30,24099237245.965,BA_HISTORY
2020-07-30,19946300981.067,MSFT_HISTORY
2020-07-30,18709557642.294,INTC_HISTORY
2020-07-30,12594058394.477,META_HISTORY
2020-07-30,11841648823.212,NVDA_HISTORY
2020-07-30,10228606215.213,NFLX_HISTORY
2020-07-30,9273785910.126999,MRNA_HISTORY
2020-07-30,6186685893.992,PYPL_HISTORY
2020-07-30,6081487441.323999,BAC_HISTORY
2020-07-30,5618209464.206,PFE_HISTORY
2020-07-30,5600812973.188999,QCOM_HISTORY
2020-07-30,5361981763.098001,UAL_HISTORY
2020-07-30,5240056123.891,GOOG_HISTORY
2020-07-30,4971085688.747,UPS_HISTORY
2020-07-30,4893561768.154,V_HISTORY
2020-07-30,4755928808.217,JPM_HISTORY
2020-07-30,4270381762.956,WFC_HISTORY
2020-07-30,4162336112.768,GOOGL_HISTORY
2020-07-30,4148306823.404,T_HISTORY
2020-07-30,3788010261.3830004,MU_HISTORY
2020-07-30,3734358909.401,C_HISTORY
2020-07-30,3627790460.545,DIS_HISTORY
2020-07-30,3612406792.5460005,CMCSA_HISTORY
2020-07-30,3232526973.9069996,XOM_HISTORY
2020-07-30,3069999874.746,PG_HISTORY
2020-07-30,2923175785.20926,GE_HISTORY
2020-07-30,2914441388.1400003,KO_HISTORY
2020-07-30,2875255932.08,VZ_HISTORY
2020-07-30,2791426605.672,MA_HISTORY
2020-07-30,2639920963.375,SBUX_HISTORY
2020-07-30,2626189308.618,CSCO_HISTORY
2020-07-30,2527256235.236,RTX_HISTORY
2020-07-30,2486049903.0239997,MCD_HISTORY
2020-07-30,2475048811.077,JNJ_HISTORY
2020-07-30,2472977914.6390004,FE_HISTORY
2020-07-30,2466721520.158,AEP_HISTORY
2020-07-30,2362951144.207,CVX_HISTORY
2020-07-30,2281318765.979,MRK_HISTORY
2020-07-30,2224888012.367,LRCX_HISTORY
2020-07-30,2224330466.0889997,NEM_HISTORY
2020-07-30,2156504335.7440004,MMM_HISTORY
2020-07-30,2117976722.1030002,NOW_HISTORY
2020-07-30,2104023955.801,ORCL_HISTORY
2020-07-30,2103352574.552,CRM_HISTORY
2020-07-30,2076422201.492,UNH_HISTORY
2020-07-31,56670029137.270996,AAPL_HISTORY
2020-07-31,49022612725.46701,TSLA_HISTORY
2020-07-31,38422621059.715996,QQQ_HISTORY
2020-07-31,31203510783.942,AMD_HISTORY
2020-07-31,28030384912.936996,AMZN_HISTORY
2020-07-31,23829866362.93,BA_HISTORY
2020-07-31,21042345080.059998,MSFT_HISTORY
2020-07-31,19242877303.488,META_HISTORY
2020-07-31,12502873116.615,INTC_HISTORY
2020-07-31,11151008597.172,NVDA_HISTORY
2020-07-31,9510180393.467001,NFLX_HISTORY
2020-07-31,8488931409.735999,MRNA_HISTORY
2020-07-31,6725322686.658,PYPL_HISTORY
2020-07-31,6568436863.301001,GOOG_HISTORY
2020-07-31,6392345442.846999,QCOM_HISTORY
2020-07-31,6334470398.133,GOOGL_HISTORY
2020-07-31,6278176017.404,BAC_HISTORY
2020-07-31,5614589143.678,V_HISTORY
2020-07-31,5480817705.709,UPS_HISTORY
2020-07-31,5451033174.824,PFE_HISTORY
2020-07-31,5039090203.308001,UAL_HISTORY
2020-07-31,4807427026.408,JPM_HISTORY
2020-07-31,4215975683.934,WFC_HISTORY
2020-07-31,3915773539.6259995,T_HISTORY
2020-07-31,3825908573.08,C_HISTORY
2020-07-31,3731003475.399,DIS_HISTORY
2020-07-31,3668786463.757,XOM_HISTORY
2020-07-31,3532787100.245,CMCSA_HISTORY
2020-07-31,3411677552.454,MU_HISTORY
2020-07-31,3325407804.7238603,GE_HISTORY
2020-07-31,3311289555.828,MA_HISTORY
2020-07-31,3295951443.3419995,PG_HISTORY
2020-07-31,2965417763.959,CVX_HISTORY
2020-07-31,2730956115.092,KO_HISTORY
2020-07-31,2710441210.4890003,SBUX_HISTORY
2020-07-31,2658027886.425,RTX_HISTORY
2020-07-31,2656339316.526,VZ_HISTORY
2020-07-31,2570953295.392,MCD_HISTORY
2020-07-31,2553063858.432,CSCO_HISTORY
2020-07-31,2534214217.943,GILD_HISTORY
2020-07-31,2518007612.191,AEP_HISTORY
2020-07-31,2483615923.301,JNJ_HISTORY
2020-07-31,2419113231.227,MRK_HISTORY
2020-07-31,2406926600.446,UNH_HISTORY
2020-07-31,2336322405.3780003,LLY_HISTORY
2020-07-31,2289980006.684,NOW_HISTORY
2020-07-31,2286940896.6809998,NEM_HISTORY
2020-07-31,2256210018.0299997,WMT_HISTORY
2020-07-31,2231498184.291,LRCX_HISTORY
2020-07-31,2195393280.064,MMM_HISTORY
2020-08-03,73743139897.286,AAPL_HISTORY
2020-08-03,44273185283.395004,TSLA_HISTORY
2020-08-03,37055953911.392,QQQ_HISTORY
2020-08-03,29429474551.893,MSFT_HISTORY
2020-08-03,28089928006.019,AMZN_HISTORY
2020-08-03,27491955104.286,AMD_HISTORY
2020-08-03,24619151710.606003,BA_HISTORY
2020-08-03,21296138738.702,META_HISTORY
2020-08-03,12306198541.050999,NVDA_HISTORY
2020-08-03,9253628052.069,INTC_HISTORY
2020-08-03,8785247631.317,NFLX_HISTORY
2020-08-03,7566106263.8619995,QCOM_HISTORY
2020-08-03,7295630529.723,GOOG_HISTORY
2020-08-03,6992457385.587001,GOOGL_HISTORY
2020-08-03,6966899540.723,PYPL_HISTORY
2020-08-03,6474268396.368,MRNA_HISTORY
2020-08-03,6442932210.74,V_HISTORY
2020-08-03,6424296923.086,BAC_HISTORY
2020-08-03,5543459078.835,UPS_HISTORY
